Time(ms),TIME Actual,BAR ALT,MBS,AIRT,DRAD,LAT,LON,GPS ALT (m),Accel Time(ms),Accel X (mg),Accel Y (mg),Accel Z (mg),Light Time(ms),Light (lux),UV Index,Weather Time(ms),Humidity (%),Temperature (C),Air Quality Time(ms),CO2 (ppm),Ethanol (raw),H2 (raw),TVOC (ppb),BME688 Time(ms),Temperature (C),Pressure (Pa),Humidity (%),Gas Resistance (Ohms),Gas Index,Status,Heater Stable,IDAC,Meas Index,Gas Valid
27912638,17:07:40,124622,3.69,-28.6,25.9,34-35.7,-105-06.8,38526,27912419,-0.195312,-0.023438,1.039062,27912421,39,0.429286,27912429,1.700592,10.3,27912591,6808,17788,13930,60000,27911619,13.019745,208.791412,2.216297,9381048,0,1,97,24,1,2779096485
27972759,17:08:40,124113,3.77,-27.2,23.9,34-35.5,-105-07.5,38433,27972540,-0.1875,-0.007812,1.039062,27972542,39,0.556429,27972550,0.052261,13.06,27972712,5974,17834,13987,60000,27972759,12.936586,214.10817,1.71916,15600095,0,1,97,86,1,2779096485
28032889,17:09:40,123864,3.81,-23.4,22.4,34-35.3,-105-08.1,38305,28032670,-0.179688,0.007812,1.0625,28032672,39,0.551429,28032680,0,15.59,28032842,4891,17919,14059,60000,28029832,14.468738,216.223862,1.038968,211964.3906,0,1,148,126,1,2779096485
28093010,17:10:40,124239,3.75,-23.8,21.3,34-35.1,-105-08.9,38334,28092791,-0.179688,0.007812,1.015625,28092793,39,0.476429,28092801,0,17.71,28092963,4472,17991,14118,60000,28088934,15.002981,207.399948,0.940416,186046.5156,0,1,148,178,1,2779096485
28153131,17:11:40,124945,3.64,-29.8,21.6,34-34.9,-105-09.5,38503,28152912,-0.171875,0,1.046875,28152914,39,0.405714,28152922,0.519848,18.32,28153084,4501,17994,14119,60000,28141922,14.299898,194.444778,0.89035,17569974,0,1,96,195,1,2779096485
28213252,17:12:40,125011,3.63,-30.9,22.4,34-34.8,-105-10.5,38651,28213033,-0.1875,0.007812,1.078125,28213035,39,0.349286,28213043,0,19.44,28213205,4570,17983,14108,60000,28210195,15.063461,205.804047,1.048941,13016087,0,1,95,38,1,2779096485
28272354,17:13:40,124239,3.75,-32.7,23.9,34-34.6,-105-11.4,38527,28272135,-0.1875,-0.007812,1.046875,28272137,39,0.337143,28272145,0,20.01,28272307,4516,17987,14119,60000,28269297,15.597708,215.834396,0.765647,12284161,0,1,95,90,1,2779096485
28332486,17:14:40,123802,3.82,-25.5,25.1,34-34.6,-105-12.2,38304,28332267,-0.1875,0.007812,1.039062,28332269,39,0.252857,28332277,0,20.81,28332439,4538,17973,14114,60000,28328410,16.084078,216.329681,0.750777,13788344,0,1,95,142,1,2779096485
28392607,17:15:40,123988,3.79,-24.9,27.2,34-34.5,-105-13.2,38282,28392388,-0.1875,0.007812,1.046875,28392390,39,0.568571,28392398,0,22.12,28392560,4604,17950,14101,60000,28385474,17.581001,213.61673,0.738258,179208.9531,0,1,147,182,1,2779096485
28452728,17:16:40,124558,3.7,-24.4,28.9,34-34.5,-105-13.9,38424,28452509,-0.1875,-0.015625,1.039062,28452511,39,0.565,28452519,0.217915,23.55,28452681,5001,17880,14041,60000,28452728,16.882938,205.978897,1.533017,9953827,0,1,94,20,1,2779096485
28512849,17:17:40,124686,3.68,-31.2,30.8,34-34.4,-105-14.9,38512,28512630,-0.179688,-0.015625,1.03125,28512632,39,0.480714,28512640,0.270271,24.77,28512802,4666,17918,14090,60000,28504697,18.016979,211.497177,1.298364,6107735.5,0,1,94,32,1,2779096485
28572975,17:18:40,124430,3.72,-24.5,30.8,34-34.3,-105-15.8,38469,28572756,-0.1875,-0.007812,1.0625,28572758,39,0.490714,28572766,0,25.76,28572928,4678,17920,14096,60000,28565842,17.873333,211.307037,0.888394,9317032,0,1,94,94,1,2779096485
28634115,17:19:41,124303,3.74,-23.9,29.4,34-34.1,-105-16.6,38415,28633896,-0.179688,-0.007812,1.046875,28633898,39,0.532857,28633906,0,26.61,28634068,4889,17890,14065,60000,28632077,18.730173,211.720016,0.882753,1208972.875,0,1,123,181,1,2779096485
28694236,17:20:41,124366,3.73,-23.1,28,34-34.0,-105-17.6,38416,28694017,-0.171875,-0.007812,1.039062,28694019,39,0.564286,28694027,0,27.43,28694189,4643,17919,14093,60000,28694236,19.710506,209.583344,1.048398,112035.0078,0,1,146,248,1,2779096485
28753338,17:21:41,124622,3.69,-29.3,26.3,34-33.8,-105-18.5,38458,28753119,-0.1875,0.007812,1.03125,28753121,39,0.558571,28753129,0,28.25,28753291,4450,17954,14114,60000,28753338,20.154057,206.964233,0.854296,108268.1328,0,1,146,44,1,2779096485
28813469,17:22:41,124751,3.67,-29.8,24.7,34-33.7,-105-19.3,38540,28813250,-0.1875,0.015625,1.015625,28813252,39,0.521429,28813260,0.146961,29.01,28813422,4506,17956,14118,60000,28813469,20.711014,209.267044,1.072287,114132.8594,0,1,146,101,1,2779096485
28874609,17:23:42,124622,3.69,-30.1,23.1,34-33.5,-105-20.3,38539,28874390,-0.179688,-0.007812,1.015625,28874392,39,0.437857,28874400,0.39978,29.47,28874562,4801,17908,14069,60000,28868495,19.980164,209.47699,1.008552,8005863.5,0,1,92,128,1,2779096485
28934730,17:24:42,124113,3.77,-29.8,22.4,34-33.4,-105-21.1,38445,28934511,-0.179688,-0.007812,1.039062,28934513,39,0.337857,28934521,0,29.2,28934683,5389,17844,14022,60000,28934730,21.207491,220.736435,0.930826,5331598,0,1,92,217,1,2779096485
28994851,17:25:42,123926,3.8,-29.3,23.1,34-33.3,-105-22.0,38322,28994632,-0.195312,-0.015625,1.054688,28994634,39,0.316429,28994642,0,28.83,28994804,4855,17881,14055,60000,28993832,21.593082,219.915176,0.580734,6312464,0,1,91,13,1,2779096485
29054981,17:26:42,124113,3.77,-25.1,25.1,34-33.1,-105-22.8,38329,29054762,-0.179688,0.007812,1.070312,29054764,39,0.301429,29054772,0,28,29054934,4700,17911,14085,60000,29052943,22.432314,214.959106,0.643693,147211.0469,0,1,145,63,1,2779096485
29116121,17:27:43,124430,3.72,-29.4,27.2,34-32.9,-105-23.5,38423,29115902,-0.171875,-0.015625,1.09375,29115904,39,0.312143,29115912,0,26.91,29116074,4634,17945,14097,60000,29115102,21.661127,205.295853,0.352891,7363595.5,0,1,91,127,1,2779096485
29176242,17:28:43,124751,3.67,-28.1,28.9,34-32.6,-105-24.4,38527,29176023,-0.1875,0.015625,1.046875,29176025,39,0.325714,29176033,0,25.74,29176195,4759,17931,14061,60000,29174204,21.913149,202.468842,0.324713,7128127,0,1,91,179,1,2779096485
29235344,17:29:43,124880,3.65,-27,30.8,34-32.5,-105-25.1,38584,29235125,-0.179688,0.007812,1.054688,29235127,39,0.322143,29235135,0.277519,24.65,29235297,6165,17835,13966,60000,29231268,23.193426,210.097443,0.592048,132780.0781,0,1,145,219,1,2779096485
29295478,17:30:43,124494,3.71,-28.2,30.8,34-32.3,-105-26.1,38538,29295259,-0.1875,0,1.109375,29295261,39,0.310714,29295269,0,23.7,29295431,6350,17808,13952,60000,29278142,22.220615,211.031357,0.819187,6279800.5,0,1,91,206,1,2779096485
29355599,17:31:43,123988,3.79,-31.4,31.3,34-32.1,-105-26.9,38386,29355380,-0.1875,0,1.070312,29355382,39,0.305714,29355390,0,23.05,29355552,5974,17828,13971,60000,29352542,22.344105,216.558716,0.052752,8784987,0,1,90,79,1,2779096485
29415720,17:32:43,123802,3.82,-30.2,31.8,34-32.0,-105-27.7,38285,29415501,-0.1875,-0.007812,1.007812,29415503,39,0.302857,29415511,0,22.57,29415673,7219,17740,13895,60000,29411644,22.404591,216.307053,0.247882,8011736,0,1,90,131,1,2779096485
29475841,17:33:43,123864,3.81,-27.7,32.7,34-31.8,-105-28.6,38283,29475622,-0.179688,0.023438,1.023438,29475624,39,0.302143,29475632,0.016594,22.29,29475794,6663,17765,13928,60000,29468708,23.521061,216.574295,0.572192,155954.9219,0,1,145,171,1,2779096485
29535967,17:34:43,124113,3.77,-28.6,33.8,34-31.6,-105-29.4,38326,29535748,-0.195312,0,1.039062,29535750,39,0.303571,29535758,0.041008,22.09,29535920,6130,17822,13967,60000,29530867,22.472637,207.511139,0.378311,7599258,0,1,90,235,1,2779096485
29596088,17:35:43,124366,3.73,-29.4,34.3,34-31.5,-105-30.3,38417,29595869,-0.195312,-0.007812,1.015625,29595871,39,0.307143,29595879,1.126957,21.9,29596041,7682,17699,13868,60000,29589974,22.51296,203.847107,0.815887,6023529.5,0,1,90,31,1,2779096485
29656209,17:36:43,124366,3.73,-30.4,34.8,34-31.4,-105-31.2,38450,29655990,-0.1875,0,1.023438,29655992,39,0.317143,29656000,0.165653,21.74,29656162,7398,17696,13879,60000,29656209,22.901077,206.626526,0.784112,1027081.25,0,1,121,118,1,2779096485
29715311,17:37:43,124113,3.77,-30.8,34.8,34-31.2,-105-32.1,38401,29715092,-0.1875,0,1.09375,29715094,39,0.301429,29715102,0,21.6,29715264,7213,17709,13897,60000,29715311,22.913679,208.954193,0.403377,1201525.375,0,1,121,170,1,2779096485
29775432,17:38:43,124113,3.77,-30.4,35.3,34-31.1,-105-33.0,38358,29775213,-0.203125,-0.007812,1.054688,29775215,39,0.315,29775223,0.407028,21.5,29775385,7885,17677,13857,60000,29768299,22.563366,203.519043,0.598976,7151462,0,1,90,187,1,2779096485
29835568,17:39:43,124494,3.71,-30.1,35.9,34-31.0,-105-33.8,38416,29835349,-0.1875,-0.015625,1.070312,29835351,39,0.308571,29835359,0.248337,21.43,29835521,6732,17735,13921,60000,29835568,23.072454,199.079422,0.554948,1137461.875,0,1,120,23,1,2779096485
29895689,17:40:43,124815,3.66,-30.5,35.9,34-31.0,-105-34.8,38535,29895470,-0.195312,0.007812,1.070312,29895472,39,0.310714,29895480,0.720787,21.41,29895642,7213,17711,13895,60000,29895689,23.148062,197.037537,0.710868,1103448.25,0,1,120,80,1,2779096485
29955810,17:41:43,124751,3.67,-31.2,35.9,34-30.9,-105-35.7,38585,29955591,-0.179688,0,1.03125,29955593,39,0.312143,29955601,0.711632,21.5,29955763,8192,17615,13821,60000,29955810,23.5387,204.303284,1.198066,112478.0313,0,1,145,137,1,2779096485
30016950,17:42:44,123988,3.79,-30.9,35.9,34-30.9,-105-36.7,38431,30016731,-0.1875,0.007812,1.023438,30016733,39,0.313571,30016741,0,21.66,30016903,7439,17645,13875,60000,30011855,22.538164,210.044281,0.63983,9413387,0,1,90,169,1,2779096485
30077078,17:43:44,123433,3.88,-28.8,36.4,34-30.9,-105-37.6,38222,30076859,-0.1875,0,0.992188,30076861,39,0.33,30076869,0,21.9,30077031,7456,17664,13878,60000,30076059,23.745363,216.803345,0.589045,147211.0469,0,1,145,246,1,2779096485
30137199,17:44:44,123494,3.87,-26.1,37,34-30.8,-105-38.4,38162,30136980,-0.179688,0,1.070312,30136982,39,0.339286,30136990,0.18034,22.23,30137152,6576,17725,13936,60000,30137199,23.889019,211.456436,0.597547,167265.5938,0,1,145,52,1,2779096485
30196301,17:45:44,123926,3.8,-27.7,37,34-30.8,-105-39.2,38251,30196082,-0.179688,-0.007812,1.03125,30196084,39,0.36,30196092,0.3088,22.66,30196254,5667,17794,13986,60000,30196301,23.941944,203.391022,0.573006,172681.2813,0,1,145,104,1,2779096485
30256422,17:46:44,124239,3.75,-28.7,37,34-30.8,-105-40.3,38384,30256203,-0.1875,-0.007812,1.015625,30256205,39,0.372143,30256213,1.116753,23.27,30256375,7253,17690,13889,60000,30256422,23.561382,205.153381,1.032989,5378857.5,0,1,90,158,1,2779096485
30316560,17:47:44,123926,3.8,-29.9,37,34-30.8,-105-41.3,38366,30316341,-0.179688,0.007812,1.054688,30316343,39,0.372143,30316351,0.04406,23.9,30316513,7856,17624,13842,60000,30315541,23.679836,210.995163,0.922054,6003664.5,0,1,90,210,1,2779096485
30376681,17:48:44,123433,3.88,-29,37,34-30.8,-105-42.2,38211,30376462,-0.179688,-0.015625,1.0625,30376464,39,0.377857,30376472,0,24.55,30376634,7340,17649,13884,60000,30374643,24.292263,215.5448,0.655971,170609.7969,0,1,145,4,1,2779096485
30436802,17:49:44,123372,3.89,-23.2,37,34-30.8,-105-43.1,38150,30436583,-0.1875,-0.015625,1.039062,30436585,39,0.382857,30436593,0.318241,25.13,30436755,6883,17673,13908,60000,30434764,23.962107,213.529846,0.803392,5863994.5,0,1,90,58,1,2779096485
30496923,17:50:44,123555,3.86,-27,37.5,34-30.8,-105-43.9,38181,30496704,-0.195312,0.015625,1.054688,30496706,39,0.370714,30496714,0.508499,25.68,30496876,6448,17711,13941,60000,30495904,23.536182,206.006363,0.752895,6876810,0,1,90,120,1,2779096485
30557053,17:51:44,123802,3.82,-27.3,37.6,34-30.8,-105-44.8,38260,30556834,-0.195312,0,1.03125,30556836,39,0.358571,30556844,0.326347,26.08,30557006,5811,17766,13968,60000,30555015,23.71512,203.839386,0.601301,7398510,0,1,90,172,1,2779096485
30617174,17:52:44,123802,3.82,-28.1,37.6,34-30.8,-105-45.7,38302,30616955,-0.195312,-0.023438,1.039062,30616957,39,0.335,30616965,0.618172,26.39,30617127,8076,17617,13834,60000,30612079,25.000463,211.109131,1.374448,142897.0156,0,1,145,212,1,2779096485
30676276,17:53:44,123617,3.85,-28.7,37,34-30.7,-105-46.5,38265,30676057,-0.1875,-0.007812,1.070312,30676059,39,0.329286,30676067,0.076771,26.57,30676229,8209,17587,13823,60000,30674238,24.118362,209.475708,1.006005,6405004,0,1,90,20,1,2779096485
30736397,17:54:44,123494,3.87,-27.4,37,34-30.7,-105-47.2,38203,30736178,-0.1875,0,1.039062,30736180,39,0.316429,30736188,0,26.6,30736350,7155,17663,13895,60000,30733340,24.309904,209.635071,0.290455,7839234.5,0,1,89,72,1,2779096485
30796535,17:55:44,123555,3.86,-28.3,37,34-30.6,-105-48.0,38204,30796316,-0.1875,-0.007812,1.03125,30796318,39,0.312143,30796326,0.408745,26.43,30796488,7746,17619,13848,60000,30790421,25.577614,213.83783,0.787108,157538.4688,0,1,145,112,1,2779096485
30856656,17:56:44,123678,3.84,-27.8,37,34-30.5,-105-48.7,38238,30856437,-0.195312,0.015625,1.046875,30856439,39,0.31,30856447,0.26474,26.14,30856609,6906,17682,13903,60000,30852580,24.660223,206.269714,0.574404,6699652.5,0,1,89,176,1,2779096485
30916777,17:57:44,123802,3.82,-27.6,37,34-30.4,-105-49.4,38276,30916558,-0.179688,0.007812,1.03125,30916560,39,0.312143,30916568,0.276566,25.84,30916730,6819,17708,13909,60000,30911682,24.808922,206.121063,0.467661,6846636,0,1,89,228,1,2779096485
30976898,17:58:44,123864,3.81,-28.1,37,34-30.4,-105-50.2,38311,30976679,-0.171875,0.007812,1.039062,30976681,39,0.317143,30976689,0.874329,25.51,30976851,8394,17600,13803,60000,30976898,24.788759,203.562927,0.929655,6671010,0,1,89,54,1,2779096485
31037020,17:59:44,123864,3.81,-28.4,37,34-30.3,-105-50.9,38322,31036801,-0.1875,-0.007812,1.054688,31036803,39,0.315,31036811,0.702763,25.3,31036973,9124,17540,13758,60000,31028867,25.658264,207.500641,0.961459,5013464,0,1,88,66,1,2779096485
31097141,18:00:44,123740,3.83,-28.3,37.5,34-30.2,-105-51.6,38298,31096922,-0.195312,0,1.03125,31096924,39,0.312857,31096932,0.572205,25.21,31097094,9477,17504,13741,60000,31090008,25.144121,207.126129,0.918355,5801699.5,0,1,89,128,1,2779096485
31157262,18:01:44,123617,3.85,-28,37.5,34-30.1,-105-52.2,38265,31157043,-0.179688,0.023438,1.039062,31157045,39,0.330714,31157053,0.366688,25.26,31157215,8811,17544,13782,60000,31157262,25.756557,209.236465,0.721326,949907.25,0,1,120,220,1,2779096485
31216364,18:02:44,123617,3.85,-27.4,38.1,34-30.0,-105-52.8,38252,31216145,-0.1875,0,1.023438,31216147,39,0.342857,31216155,0.247478,25.44,31216317,8221,17590,13818,60000,31216364,25.844769,207.443787,0.535404,1018652.063,0,1,120,16,1,2779096485
31276485,18:03:44,123678,3.84,-27.1,38,34-29.9,-105-53.5,38262,31276266,-0.1875,0,1.046875,31276268,39,0.364286,31276276,0.232506,25.73,31276438,7989,17615,13835,60000,31268333,25.421354,205.47168,0.431545,6650700,0,1,88,28,1,2779096485
31336615,18:04:44,123740,3.83,-27,39.2,34-29.8,-105-54.2,38281,31336396,-0.1875,0,1.054688,31336398,39,0.375,31336406,0.360012,26.08,31336568,7827,17619,13837,60000,31336615,26.076639,207.362564,0.568918,1047570.313,0,1,120,125,1,2779096485
31396736,18:05:44,123678,3.84,-26.8,38.1,34-29.6,-105-55.1,38278,31396517,-0.171875,-0.023438,1.007812,31396519,39,0.384286,31396527,0.416946,26.51,31396689,7752,17635,13847,60000,31396736,26.555502,210.238098,0.532572,130645.5703,0,1,144,182,1,2779096485
31456857,18:06:44,123617,3.85,-26.6,37,34-29.5,-105-55.9,38252,31456638,-0.171875,0.007812,1.09375,31456640,39,0.417143,31456648,0.304222,27.05,31456810,7746,17632,13845,60000,31446667,25.743954,203.791245,0.432022,6761865.5,0,1,88,184,1,2779096485
31516978,18:07:44,123678,3.84,-26.6,35.8,34-29.4,-105-56.7,38243,31516759,-0.179688,0.015625,1.085938,31516761,39,0.427857,31516769,0.428391,27.69,31516931,7972,17607,13825,60000,31515959,26.815098,207.926987,0.620147,127141.7891,0,1,144,30,1,2779096485
31577109,18:08:44,123802,3.82,-27,35.3,34-29.3,-105-57.5,38276,31576890,-0.1875,0.007812,1.046875,31576892,39,0.417857,31576900,0.493813,28.37,31577062,8342,17581,13797,60000,31577109,27.135183,207.247879,0.691486,145578.625,0,1,144,92,1,2779096485
31637230,18:09:44,123864,3.81,-27.4,35.3,34-29.2,-105-58.3,38320,31637011,-0.1875,-0.007812,1.046875,31637013,39,0.251429,31637021,0.430965,28.97,31637183,8481,17566,13796,60000,31637230,27.324209,205.986572,0.671138,156097.5625,0,1,144,149,1,2779096485
31696332,18:10:44,123802,3.82,-27.3,35.8,34-29.1,-105-59.3,38319,31696113,-0.1875,0.007812,1.046875,31696115,39,0.355,31696123,0.338078,29.35,31696285,8354,17582,13799,60000,31693275,26.925995,206.634201,0.570584,981312.875,0,1,119,181,1,2779096485
31756461,18:11:44,123740,3.83,-26.9,36.3,34-29.0,-106-00.1,38288,31756242,-0.179688,-0.007812,1.101562,31756244,39,0.385714,31756252,0.15583,29.45,31756414,8597,17563,13788,60000,31756461,27.165426,208.327377,0.467315,5443189.5,0,1,88,255,1,2779096485
31817601,18:12:45,123802,3.82,-26.8,36.9,34-28.9,-106-00.9,38286,31817382,-0.179688,0,1.109375,31817384,39,0.259286,31817392,0.20752,29.51,31817554,8603,17561,13791,60000,31815563,27.835846,205.963318,0.464246,160652.6563,0,1,144,49,1,2779096485
31877722,18:13:45,123988,3.79,-27.2,37.5,34-28.9,-106-01.7,38330,31877503,-0.1875,0.007812,1.046875,31877505,39,0.439286,31877513,0.328827,29.77,31877675,8742,17544,13776,60000,31877722,26.895748,198.458725,0.466879,5838916.5,0,1,87,113,1,2779096485
31937849,18:14:45,124051,3.78,-27.5,38,34-28.7,-106-02.7,38373,31937630,-0.195312,0.007812,1.03125,31937632,39,0.427143,31937640,0.229263,30.13,31937802,8383,17576,13804,60000,31936830,27.069653,200.206421,0.35944,6276192.5,0,1,87,165,1,2779096485
31997970,18:15:45,123926,3.8,-27.2,39.2,34-28.7,-106-03.5,38349,31997751,-0.164062,0,1.03125,31997753,39,0.369286,31997761,0.151157,30.38,31997923,8389,17576,13794,60000,31993894,28.339924,210.55867,0.402628,164842.2344,0,1,144,205,1,2779096485
32059110,18:16:46,123678,3.84,-26.6,39.2,34-28.6,-106-04.3,38284,32058891,-0.179688,0,1.03125,32058893,39,0.383571,32058901,0.067902,30.6,32059063,8661,17558,13785,60000,32056053,27.422504,207.201538,0.264588,6297905,0,1,87,13,1,2779096485
32119233,18:17:46,123678,3.84,-26.4,39.2,34-28.6,-106-05.1,38253,32119014,-0.179688,-0.015625,1.03125,32119016,39,0.355714,32119024,0,30.76,32119186,8620,17565,13782,60000,32115157,27.601452,204.133865,0.169511,6375097.5,0,1,87,65,1,2779096485
32178335,18:18:46,123864,3.81,-26.6,38,34-28.6,-106-06.0,38289,32178116,-0.203125,0,1.070312,32178118,39,0.361429,32178126,0,30.84,32178288,8603,17582,13785,60000,32159993,27.727468,199.998154,0.107502,6397501,0,1,87,40,1,2779096485
32238456,18:19:46,124113,3.77,-27.2,36.3,34-28.5,-106-07.0,38365,32238237,-0.171875,0.007812,1.03125,32238239,39,0.361429,32238247,0,30.91,32238409,8528,17589,13785,60000,32234380,27.939182,198.023544,0.086882,6408762,0,1,87,169,1,2779096485
32299600,18:20:47,124176,3.76,-27.6,33.7,34-28.5,-106-07.9,38411,32299381,-0.179688,0.015625,1.054688,32299383,39,0.368571,32299391,0,30.96,32299553,8250,17612,13806,60000,32299600,27.944223,196.498413,0.045499,7525953,0,1,86,251,1,2779096485
32359721,18:21:47,124051,3.78,-27.5,31.7,34-28.5,-106-08.7,38390,32359502,-0.179688,-0.007812,1.046875,32359504,39,0.396429,32359512,0.130463,31.08,32359674,8863,17570,13761,60000,32359721,28.654974,202.541214,0.195062,1014112.375,0,1,118,52,1,2779096485
32419842,18:22:47,124051,3.78,-27.4,28.9,34-28.4,-106-09.6,38367,32419623,-0.171875,0.023438,1.03125,32419625,39,0.449286,32419633,0.012875,31.29,32419795,9663,17506,13716,60000,32418823,28.24415,197.915894,0.182336,6728542,0,1,86,99,1,2779096485
32479963,18:23:47,124239,3.75,-27.6,27.5,34-28.3,-106-10.4,38401,32479744,-0.179688,0.007812,1.054688,32479746,39,0.497143,32479754,0.045109,31.44,32479916,9860,17476,13699,60000,32479963,29.058239,192.004242,0.207822,934306.5625,0,1,118,161,1,2779096485
32541113,18:24:48,124494,3.71,-28.1,27.1,34-28.3,-106-11.2,38466,32540894,-0.179688,-0.007812,1.070312,32540896,39,0.566429,32540904,0.099564,31.64,32541066,9506,17498,13716,60000,32541113,29.605169,194.445816,0.183209,127521.7969,0,1,143,223,1,2779096485
32601234,18:25:48,124558,3.7,-28.3,27.5,34-28.2,-106-12.1,38512,32601015,-0.1875,0,1.054688,32601017,39,0.580714,32601025,0.112534,32.26,32601187,9680,17486,13712,60000,32599196,29.335484,194.296692,0.237189,922938.25,0,1,118,9,1,2779096485
32660336,18:26:48,124366,3.73,-28.2,28.9,34-28.1,-106-13.1,38489,32660117,-0.1875,-0.007812,1.039062,32660119,39,0.592857,32660127,0.212765,32.86,32660289,9923,17464,13694,60000,32660336,29.907619,197.607529,0.258547,125367.2891,0,1,143,71,1,2779096485
32720461,18:27:48,124303,3.74,-27.9,29.8,34-28.1,-106-13.9,38455,32720242,-0.1875,-0.007812,1.046875,32720244,39,0.656429,32720252,0.136471,33.38,32720414,10161,17446,13674,60000,32710271,29.12377,194.548096,0.203708,5576582.5,0,1,86,73,1,2779096485
32780582,18:28:48,124430,3.72,-28,30.7,34-28.0,-106-14.9,38462,32780363,-0.171875,0.007812,1.046875,32780365,39,0.641429,32780373,0.147152,33.76,32780535,10439,17426,13661,60000,32780582,30.396587,195.807907,0.238079,133402.8125,0,1,143,180,1,2779096485
32840703,18:29:48,124686,3.68,-28.3,29.3,34-28.0,-106-15.8,38525,32840484,-0.171875,0,1.039062,32840486,39,0.263571,32840494,0.180435,33.67,32840656,10503,17430,13654,60000,32840703,30.633511,192.242981,0.234093,143982,0,1,143,237,1,2779096485
32900824,18:30:48,124686,3.68,-28.5,28,34-28.0,-106-16.6,38566,32900605,-0.1875,0,1,32900607,39,0.276429,32900615,0.093555,33.28,32900777,10387,17436,13669,60000,32897767,30.255442,192.21405,0.13351,924813.75,0,1,117,18,1,2779096485
32960945,18:31:48,124430,3.72,-28.4,26.7,34-27.9,-106-17.5,38535,32960726,-0.1875,0.015625,1.046875,32960728,39,0.587857,32960736,0,33.1,32960898,9877,17469,13690,60000,32960945,30.993937,200.502243,0,170951.5938,0,1,143,90,1,2779096485
33021066,18:32:48,124051,3.78,-27.6,24.6,34-27.9,-106-18.5,38419,33020847,-0.179688,0.03125,1.0625,33020849,39,0.576429,33020857,0,33.42,33021019,9199,17531,13733,60000,33007819,29.993317,201.337082,0,6855230,0,1,85,77,1,2779096485
33081187,18:33:48,123802,3.82,-27.3,23,34-27.8,-106-19.2,38328,33080968,-0.171875,0,1.039062,33080970,39,0.383571,33080978,0,33.69,33081140,9286,17546,13733,60000,33080168,30.804901,204.40593,0,6305176,0,1,84,196,1,2779096485
33140289,18:34:48,123988,3.79,-27.5,22.3,34-27.6,-106-20.1,38319,33140070,-0.171875,0,1.085938,33140072,39,0.311429,33140080,0,33.59,33140242,10253,17488,13673,60000,33139270,31.470306,198.772781,0,179397.3438,0,1,142,246,1,2779096485
33200410,18:35:48,124494,3.71,-25,21.9,34-27.4,-106-21.0,38447,33200191,-0.179688,0.023438,1.054688,33200193,39,0.409286,33200201,0,32.89,33200363,13021,17332,13530,60000,33199391,31.119959,189.187988,0,5587994.5,0,1,84,44,1,2779096485
33260531,18:36:48,124945,3.64,-24.9,22.7,34-27.2,-106-21.7,38582,33260312,-0.179688,0.007812,1.054688,33260314,39,0.595714,33260322,0.57888,31.98,33260484,21250,17115,13310,60000,33260531,30.641071,182.197662,0.204802,4755878,0,1,84,106,1,2779096485
33320652,18:37:48,125076,3.62,-26.7,24.2,34-27.0,-106-22.6,38674,33320433,-0.1875,0.023438,1.0625,33320435,39,0.736429,33320443,0.110626,31.09,33320605,25537,16989,13196,60000,33318614,31.407293,190.666595,0.20536,4595792.5,0,1,84,148,1,2779096485
33380773,18:38:48,124494,3.71,-25.8,25.8,34-26.8,-106-23.5,38579,33380554,-0.171875,0,1.070312,33380556,39,0.920714,33380564,0,30.32,33380726,25412,17049,13201,60000,33379754,30.91328,200.810654,0,6330757.5,0,1,84,210,1,2779096485
33441940,18:39:49,123678,3.84,-25.6,27.1,34-26.6,-106-24.2,38362,33441721,-0.1875,0.015625,1.0625,33441723,39,0.901429,33441731,0,29.75,33441893,23882,17149,13244,60000,33436845,32.178566,209.464111,0,218057.9219,0,1,142,250,1,2779096485
33502061,18:40:49,123494,3.87,-25.1,27.1,34-26.5,-106-25.0,38220,33501842,-0.179688,0,1.039062,33501844,39,0.857857,33501852,0,29.24,33502014,29315,16973,13099,60000,33499004,31.175409,202.991028,0,7413574.5,0,1,84,58,1,2779096485
33562182,18:41:49,123802,3.82,-25.2,27.1,34-26.4,-106-25.7,38249,33561963,-0.1875,0,1.070312,33561965,39,0.748571,33561973,0,28.77,33562135,39220,16815,12980,60000,33556068,32.47094,202.250076,0,181495.9219,0,1,142,98,1,2779096485
33621284,18:42:49,124051,3.78,-24.4,27.1,34-26.2,-106-26.5,38355,33621065,-0.179688,0.007812,1.054688,33621067,39,0.7,33621075,0,28.39,33621237,47156,16706,12889,60000,33618227,31.510632,196.615082,0,6190818,0,1,84,162,1,2779096485
33682424,18:43:50,124113,3.77,-25.7,26.2,34-26.1,-106-27.1,38393,33682205,-0.1875,-0.007812,1.023438,33682207,39,0.678571,33682215,0.07925,28.04,33682377,52497,16630,12823,60000,33677329,31.709751,198.349838,0,6169836,0,1,84,214,1,2779096485
33742545,18:44:50,123926,3.8,-26.5,25.8,34-25.9,-106-27.7,38366,33742326,-0.171875,0.015625,1.0625,33742328,39,0.624286,33742336,0.053787,27.79,33742498,54913,16585,12786,60000,33735412,32.536476,205.323883,0,5826458,0,1,83,0,1,2779096485
33802666,18:45:50,123740,3.83,-26.8,25.4,34-25.7,-106-28.4,38302,33802447,-0.179688,0.007812,1.070312,33802449,39,0.632857,33802457,0,27.53,33802619,57330,16539,12757,60000,33802666,31.966843,202.756012,0,7663236.5,0,1,84,92,1,2779096485
