Time(ms),Accel Time(ms),Accel X (mg),Accel Y (mg),Accel Z (mg),Light Time(ms),Light (lux),UV Index,Weather Time(ms),Humidity (%),Temperature (C),Air Quality Time(ms),CO2 (ppm),Ethanol (raw),H2 (raw),TVOC (ppb),BME688 Time(ms),Temperature (C),Pressure (Pa),Humidity (%),Gas Resistance (Ohms),Gas Index,Status,Heater Stable,IDAC,Meas Index,Gas Valid
18500825,18500606,-0.164062,0.015625,1.070312,18500608,39,0.498571,18500616,16.960335,36.29,18500778,400,20044,15027,2184,18499806,33.627861,87636.11719,20.042719,102400000,0,1,96,50,1,2779096485
18501844,18501625,-0.179688,0,1.046875,18501627,39,0.5,18501635,16.993237,36.29,18501797,400,20047,15029,2198,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18502863,18502644,-0.171875,0,1.0625,18502646,39,0.500714,18502654,16.98761,36.28,18502816,400,20052,15028,2203,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18503882,18503663,-0.1875,0,1.046875,18503665,39,0.503571,18503673,16.994667,36.25,18503835,400,20046,15031,2230,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18504901,18504682,-0.179688,0.015625,1.085938,18504684,39,0.497857,18504692,17.02013,36.23,18504854,400,20044,15024,2228,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18505920,18505701,-0.171875,0.015625,1.054688,18505703,39,0.501429,18505711,17.026234,36.26,18505873,400,20040,15024,2214,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18506939,18506720,-0.179688,0.007812,1.0625,18506722,39,0.498571,18506730,17.032623,36.28,18506892,400,20040,15029,2207,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18507958,18507739,-0.171875,0.007812,1.046875,18507741,39,0.501429,18507749,17.068481,36.28,18507911,400,20043,15024,2180,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18508977,18508758,-0.171875,0.023438,1.078125,18508760,39,0.5,18508768,17.04874,36.28,18508930,400,20042,15029,2187,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18509996,18509777,-0.179688,-0.015625,1.054688,18509779,39,0.497143,18509787,17.016602,36.24,18509949,400,20040,15021,2217,18501844,32.896908,87635.98438,19.960787,102400000,0,1,96,60,1,2779096485
18511015,18510796,-0.171875,0.007812,1.023438,18510798,39,0.5,18510806,17.031479,36.21,18510968,400,20033,15022,2235,18511015,33.958054,87635.875,20.441776,735368.0625,0,1,170,110,1,2779096485
18512034,18511815,-0.179688,0,1.070312,18511817,39,0.503571,18511825,17.056465,36.24,18511987,400,20032,15019,2265,18512034,34.094162,87635.23438,20.368746,758378.0625,0,1,170,115,1,2779096485
18513053,18512834,-0.179688,0.007812,1.078125,18512836,39,0.498571,18512844,17.05904,36.23,18513006,400,20039,15019,2260,18513053,34.164738,87638.70313,20.271044,781828.5625,0,1,170,120,1,2779096485
18514072,18513853,-0.1875,0.007812,1.046875,18513855,39,0.502143,18513863,16.983223,36.24,18514025,400,20029,15018,2286,18514072,34.210106,87637.55469,20.171764,803452.3125,0,1,170,125,1,2779096485
18515091,18514872,-0.171875,0,1.03125,18514874,39,0.497857,18514882,17.027092,36.24,18515044,400,20027,15011,2302,18514072,34.210106,87637.55469,20.171764,803452.3125,0,1,170,125,1,2779096485
18516110,18515891,-0.171875,-0.015625,1.085938,18515893,39,0.500714,18515901,17.02013,36.26,18516063,400,20029,15025,2254,18514072,34.210106,87637.55469,20.171764,803452.3125,0,1,170,125,1,2779096485
18517129,18516910,-0.171875,0.039062,1.085938,18516912,39,0.502143,18516920,16.970348,36.25,18517082,400,20034,15029,2265,18514072,34.210106,87637.55469,20.171764,803452.3125,0,1,170,125,1,2779096485
18518148,18517929,-0.1875,-0.015625,1.070312,18517931,39,0.5,18517939,17.043495,36.22,18518101,400,20029,15023,2258,18514072,34.210106,87637.55469,20.171764,803452.3125,0,1,170,125,1,2779096485
18519167,18518948,-0.1875,0,1.039062,18518950,39,0.505,18518958,17.034626,36.26,18519120,457,20020,14959,2311,18514072,34.210106,87637.55469,20.171764,803452.3125,0,1,170,125,1,2779096485
18520186,18519967,-0.1875,-0.015625,1.078125,18519969,39,0.502857,18519977,17.0928,36.27,18520139,528,20010,14909,2369,18514072,34.210106,87637.55469,20.171764,803452.3125,0,1,170,125,1,2779096485
18521205,18520986,-0.164062,0.007812,1.101562,18520988,39,0.501429,18520996,17.105389,36.27,18521158,485,20010,14946,2357,18514072,34.210106,87637.55469,20.171764,803452.3125,0,1,170,125,1,2779096485
18522224,18522005,-0.1875,-0.007812,1.078125,18522007,39,0.492857,18522015,17.064857,36.27,18522177,444,20000,14978,2383,18522224,32.733074,87634.38281,20.413765,102400000,0,1,96,167,1,2779096485
18523243,18523024,-0.171875,0,1.085938,18523026,39,0.500714,18523034,16.99667,36.3,18523196,436,20001,14974,2332,18523243,33.373287,87632.28906,20.516365,14757037,0,1,137,172,1,2779096485
18524262,18524043,-0.179688,-0.015625,1.0625,18524045,39,0.524286,18524053,17.009735,36.3,18524215,421,19995,14988,2401,18524262,33.524521,87635.21875,20.50572,14502324,0,1,137,177,1,2779096485
18525281,18525062,-0.1875,0.03125,1.046875,18525064,39,0.522857,18525072,17.007351,36.27,18525234,410,20011,14998,2364,18525281,33.585014,87634.64063,20.478966,14589492,0,1,137,182,1,2779096485
18526300,18526081,-0.179688,0.007812,1.0625,18526083,39,0.519286,18526091,16.989517,36.28,18526253,404,20000,15000,2380,18526300,34.018547,87635.46094,20.445698,729085.0625,0,1,170,187,1,2779096485
18527319,18527100,-0.1875,0.007812,1.070312,18527102,39,0.5,18527110,16.999054,36.3,18527272,411,20007,15000,2353,18527319,34.154655,87634.47656,20.388008,749085.5625,0,1,170,192,1,2779096485
18528338,18528119,-0.179688,-0.007812,1.09375,18528121,39,0.497143,18528129,17.000484,36.34,18528291,430,19990,14984,2399,18528338,34.225231,87634.60156,20.274942,774730.5,0,1,170,197,1,2779096485
18529357,18529138,-0.195312,-0.007812,1.078125,18529140,39,0.5,18529148,17.029381,36.35,18529310,444,20000,14974,2417,18529357,33.70348,87634.69531,20.052628,102400000,0,1,96,204,1,2779096485
18530376,18530157,-0.179688,-0.023438,1.0625,18530159,39,0.502143,18530167,16.983032,36.39,18530329,437,19999,14976,2429,18529357,33.70348,87634.69531,20.052628,102400000,0,1,96,204,1,2779096485
18531395,18531176,-0.179688,-0.015625,1.039062,18531178,39,0.502143,18531186,16.993618,36.35,18531348,461,19991,14960,2415,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18532414,18532195,-0.179688,0,1.0625,18532197,39,0.503571,18532205,17.008877,36.43,18532367,505,19982,14923,2501,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18533433,18533214,-0.1875,0,1.015625,18533216,39,0.5,18533224,17.002869,36.51,18533386,533,19966,14896,2524,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18534452,18534233,-0.164062,0.015625,1.054688,18534235,39,0.500714,18534243,16.904354,36.51,18534405,570,19957,14877,2604,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18535471,18535252,-0.179688,0.007812,1.0625,18535254,39,0.500714,18535262,16.871548,36.54,18535424,583,19944,14867,2653,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18536490,18536271,-0.171875,0,1.054688,18536273,39,0.497143,18536281,16.885948,36.55,18536443,548,19943,14898,2658,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18537509,18537290,-0.179688,0.023438,1.101562,18537292,39,0.498571,18537300,16.882515,36.59,18537462,521,19937,14907,2681,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18538528,18538309,-0.164062,0.007812,1.023438,18538311,39,0.498571,18538319,16.849613,36.56,18538481,486,19941,14938,2664,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18539547,18539328,-0.179688,0.007812,1.101562,18539330,39,0.496429,18539338,16.82663,36.55,18539500,459,19934,14962,2676,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18540566,18540347,-0.179688,-0.007812,1.054688,18540349,39,0.495714,18540357,16.840553,36.56,18540519,464,19941,14953,2669,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18541585,18541366,-0.171875,0,1.078125,18541368,39,0.500714,18541376,16.830921,36.57,18541538,487,19927,14934,2697,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18542604,18542385,-0.1875,0.007812,1.039062,18542387,39,0.491429,18542395,16.864395,36.59,18542557,496,19930,14930,2706,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18543623,18543404,-0.179688,0.015625,1.054688,18543406,39,0.492857,18543414,16.854763,36.63,18543576,493,19933,14943,2699,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18544642,18544423,-0.171875,0,1.054688,18544425,39,0.496429,18544433,16.814709,36.64,18544595,482,19936,14943,2720,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18545661,18545442,-0.171875,-0.007812,1.078125,18545444,39,0.495714,18545452,16.764259,36.64,18545614,457,19926,14960,2741,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18546680,18546461,-0.171875,0.023438,1.0625,18546463,39,0.500714,18546471,16.76569,36.69,18546633,469,19932,14948,2692,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18547699,18547480,-0.171875,0.007812,1.070312,18547482,39,0.495714,18547490,16.77494,36.67,18547652,478,19932,14942,2683,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18548718,18548499,-0.179688,-0.007812,1.078125,18548501,39,0.5,18548509,16.771793,36.65,18548671,478,19929,14947,2713,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18549737,18549518,-0.171875,0.007812,1.039062,18549520,39,0.496429,18549528,16.765022,36.65,18549690,459,19930,14962,2708,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18550756,18550537,-0.171875,0,1.0625,18550539,39,0.501429,18550547,16.750336,36.67,18550709,441,19927,14963,2699,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18551775,18551556,-0.171875,0.023438,1.046875,18551558,39,0.497143,18551566,16.769409,36.68,18551728,439,19926,14971,2759,18531395,32.985126,87634.07813,20.012135,102400000,0,1,96,214,1,2779096485
18552794,18552575,-0.171875,0.007812,1.085938,18552577,39,0.501429,18552585,16.753769,36.69,18552747,429,19927,14984,2718,18552794,33.650547,87632.14063,20.380972,13814503,0,1,137,70,1,2779096485
18553813,18553594,-0.171875,-0.03125,1.046875,18553596,39,0.497857,18553604,16.715336,36.7,18553766,426,19939,14993,2706,18553813,33.794216,87633.28906,20.364698,13797053,0,1,137,75,1,2779096485
18554832,18554613,-0.179688,0.007812,1.0625,18554615,39,0.497857,18554623,16.708469,36.68,18554785,420,19928,14984,2720,18554832,33.854713,87633.57813,20.312389,13955707,0,1,137,80,1,2779096485
18555851,18555632,-0.1875,0.007812,1.078125,18555634,39,0.5,18555642,16.716194,36.68,18555804,422,19929,14991,2724,18555851,34.280685,87634.51563,20.273405,709386.9375,0,1,170,85,1,2779096485
18556870,18556651,-0.179688,-0.007812,1.054688,18556653,39,0.519286,18556661,16.702175,36.69,18556823,418,19930,14988,2694,18556870,34.429398,87634.75781,20.175631,736161.0625,0,1,170,90,1,2779096485
18557889,18557670,-0.171875,0.007812,1.039062,18557672,39,0.497143,18557680,16.696548,36.76,18557842,442,19926,14978,2708,18557889,34.505013,87634.89063,20.062971,762614.0625,0,1,170,95,1,2779096485
18558908,18558689,-0.179688,0.007812,1.039062,18558691,39,0.495,18558699,16.686249,36.81,18558861,509,19915,14924,2784,18558908,34.560467,87633.21875,19.969505,789971.0625,0,1,170,100,1,2779096485
18559927,18559708,-0.171875,0.007812,1.054688,18559710,39,0.496429,18559718,16.6502,36.82,18559880,505,19906,14921,2812,18558908,34.560467,87633.21875,19.969505,789971.0625,0,1,170,100,1,2779096485
18560946,18560727,-0.1875,0,1.046875,18560729,39,0.498571,18560737,16.693211,36.79,18560899,483,19908,14948,2824,18560946,33.257343,87628.88281,19.795395,102400000,0,1,96,112,1,2779096485
18561967,18561748,-0.164062,0.007812,1.03125,18561750,39,0.5,18561758,16.713047,36.8,18561920,479,19899,14941,2858,18560946,33.257343,87628.88281,19.795395,102400000,0,1,96,112,1,2779096485
18562986,18562767,-0.1875,-0.007812,1.046875,18562769,39,0.502857,18562777,16.723824,36.87,18562939,534,19889,14902,2893,18560946,33.257343,87628.88281,19.795395,102400000,0,1,96,112,1,2779096485
18564005,18563786,-0.171875,-0.007812,1.046875,18563788,39,0.498571,18563796,16.693401,36.91,18563958,547,19896,14891,2888,18560946,33.257343,87628.88281,19.795395,102400000,0,1,96,112,1,2779096485
18565024,18564805,-0.1875,0,1.085938,18564807,39,0.495714,18564815,16.68644,36.97,18564977,578,19875,14864,2937,18560946,33.257343,87628.88281,19.795395,102400000,0,1,96,112,1,2779096485
18566043,18565824,-0.171875,0.007812,1.046875,18565826,39,0.498571,18565834,16.618252,37.05,18565996,598,19867,14858,2997,18560946,33.257343,87628.88281,19.795395,102400000,0,1,96,112,1,2779096485
18567062,18566843,-0.195312,0.007812,1.101562,18566845,39,0.495714,18566853,16.560841,37.02,18567015,643,19858,14824,3041,18567062,33.133839,87632.47656,20.220192,102400000,0,1,95,142,1,2779096485
18568081,18567862,-0.171875,-0.007812,1.03125,18567864,39,0.492143,18567872,16.559601,37.03,18568034,575,19852,14871,3078,18568081,33.796738,87632.60156,20.318869,13366510,0,1,137,147,1,2779096485
18569100,18568881,-0.1875,-0.007812,1.03125,18568883,39,0.498571,18568891,16.569233,37.02,18569053,522,19851,14909,3064,18569100,33.942928,87632.33594,20.307854,13149278,0,1,137,152,1,2779096485
18570119,18569900,-0.164062,0.015625,1.046875,18569902,39,0.497857,18569910,16.538715,37.02,18570072,498,19849,14934,3103,18570119,34.005943,87633.85156,20.271034,13498661,0,1,137,157,1,2779096485
18571138,18570919,-0.179688,0.007812,1.039062,18570921,39,0.500714,18570929,16.545391,37.03,18571091,492,19845,14941,3098,18570119,34.005943,87633.85156,20.271034,13498661,0,1,137,157,1,2779096485
18572157,18571938,-0.171875,-0.023438,1.054688,18571940,39,0.500714,18571948,16.484547,37.03,18572110,478,19847,14946,3123,18570119,34.005943,87633.85156,20.271034,13498661,0,1,137,157,1,2779096485
18573176,18572957,-0.1875,-0.007812,1.046875,18572959,39,0.502857,18572967,16.454315,37.06,18573129,466,19855,14956,3088,18570119,34.005943,87633.85156,20.271034,13498661,0,1,137,157,1,2779096485
18574195,18573976,-0.164062,0.007812,1.054688,18573978,39,0.496429,18573986,16.504765,37.06,18574148,457,19858,14956,3036,18574195,34.131969,87635.47656,19.794479,102400000,0,1,95,179,1,2779096485
18575214,18574995,-0.171875,0.007812,1.046875,18574997,39,0.5,18575005,16.456509,37.05,18575167,472,19852,14946,3057,18574195,34.131969,87635.47656,19.794479,102400000,0,1,95,179,1,2779096485
18576233,18576014,-0.171875,-0.007812,1.0625,18576016,39,0.497857,18576024,16.48283,37.07,18576186,467,19851,14959,3158,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18577252,18577033,-0.179688,-0.015625,1.03125,18577035,39,0.492857,18577043,16.475868,37.06,18577205,457,19852,14963,3043,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18578271,18578052,-0.179688,0.015625,1.070312,18578054,39,0.497143,18578062,16.468811,37.09,18578224,452,19851,14968,3031,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18579290,18579071,-0.171875,-0.007812,1.046875,18579073,39,0.500714,18579081,16.404724,37.06,18579243,431,19857,14979,2978,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18580309,18580090,-0.179688,-0.007812,1.039062,18580092,39,0.501429,18580100,16.390228,37.06,18580262,439,19866,14977,3006,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18581328,18581109,-0.1875,-0.007812,1.085938,18581111,39,0.516429,18581119,16.418934,37.05,18581281,433,19868,14977,3013,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18582347,18582128,-0.171875,-0.015625,1.0625,18582130,39,0.515714,18582138,16.389275,37.03,18582300,431,19864,14979,2995,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18583366,18583147,-0.179688,0,1.101562,18583149,39,0.512143,18583157,16.448021,37.01,18583319,445,19875,14980,3036,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18584385,18584166,-0.179688,-0.015625,1.039062,18584168,39,0.511429,18584176,16.471004,36.99,18584338,433,19872,14980,2988,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18585404,18585185,-0.171875,-0.015625,1.039062,18585187,39,0.491429,18585195,16.466618,37.01,18585357,439,19869,14979,3006,18576233,33.406055,87629.71875,19.698015,102400000,0,1,96,189,1,2779096485
18586423,18586204,-0.171875,0.015625,1.085938,18586206,39,0.495,18586214,16.547585,37.01,18586376,448,19869,14972,2978,18586423,34.636086,87634.75781,19.948805,740151.8125,0,1,170,244,1,2779096485
18587442,18587223,-0.179688,-0.007812,1.039062,18587225,39,0.490714,18587233,16.554737,37.02,18587395,450,19881,14969,2999,18587442,34.706657,87633.8125,19.866543,757536.5,0,1,170,249,1,2779096485
18588461,18588242,-0.179688,0,1.070312,18588244,39,0.501429,18588252,16.531944,36.99,18588414,442,19867,14972,2990,18588461,34.741947,87632.80469,19.761679,794106.25,0,1,169,254,1,2779096485
18589480,18589261,-0.171875,-0.007812,1.0625,18589263,39,0.498571,18589271,16.530228,37,18589433,438,19876,14977,2944,18588461,34.741947,87632.80469,19.761679,794106.25,0,1,169,254,1,2779096485
18590499,18590280,-0.1875,0,1.101562,18590282,39,0.497143,18590290,16.498375,37.03,18590452,427,19883,14980,2939,18588461,34.741947,87632.80469,19.761679,794106.25,0,1,169,254,1,2779096485
18591518,18591299,-0.171875,0.007812,1.09375,18591301,39,0.493571,18591309,16.432667,37,18591471,423,19895,14986,2925,18588461,34.741947,87632.80469,19.761679,794106.25,0,1,169,254,1,2779096485
18592537,18592318,-0.179688,0.007812,1.054688,18592320,39,0.496429,18592328,16.453838,37.01,18592490,429,19883,14983,2877,18588461,34.741947,87632.80469,19.761679,794106.25,0,1,169,254,1,2779096485
18593556,18593337,-0.179688,0.007812,1.046875,18593339,39,0.500714,18593347,16.473007,37.02,18593509,449,19886,14966,2911,18588461,34.741947,87632.80469,19.761679,794106.25,0,1,169,254,1,2779096485
18594575,18594356,-0.1875,-0.007812,1.0625,18594358,39,0.5,18594366,16.503334,37.03,18594528,525,19881,14919,2967,18588461,34.741947,87632.80469,19.761679,794106.25,0,1,169,254,1,2779096485
18595594,18595375,-0.1875,-0.007812,1.054688,18595377,39,0.497143,18595385,16.561127,37.03,18595547,522,19872,14911,2958,18588461,34.741947,87632.80469,19.761679,794106.25,0,1,169,254,1,2779096485
18596613,18596394,-0.179688,0.015625,1.085938,18596396,39,0.495714,18596404,16.518879,37.01,18596566,474,19868,14949,2971,18596613,33.224575,87630.39063,19.996758,102400000,0,1,96,40,1,2779096485
18597632,18597413,-0.179688,-0.015625,1.023438,18597415,39,0.493571,18597423,16.491699,37.03,18597585,475,19876,14952,2997,18597632,33.895042,87633.47656,20.100542,14265564,0,1,137,45,1,2779096485
18598651,18598432,-0.164062,-0.007812,1.0625,18598434,39,0.498571,18598442,16.494083,37.04,18598604,493,19872,14941,2946,18598651,34.031151,87632.32031,20.083725,14246957,0,1,137,50,1,2779096485
18599670,18599451,-0.1875,0.007812,1.0625,18599453,39,0.501429,18599461,16.506767,37.03,18599623,468,19869,14952,3018,18599670,34.09164,87634.89063,20.051868,14219136,0,1,137,55,1,2779096485
18600689,18600470,-0.171875,0.007812,1.070312,18600472,39,0.498571,18600480,16.474724,37.05,18600642,449,19879,14967,2983,18600689,34.522659,87633.16406,20.023249,711605.3125,0,1,170,60,1,2779096485
18601708,18601489,-0.1875,0,1.054688,18601491,39,0.502143,18601499,16.421795,37.05,18601661,446,19868,14965,2969,18601708,34.666328,87632.85938,19.950733,743375.6875,0,1,170,65,1,2779096485
18602727,18602508,-0.179688,0,1.054688,18602510,39,0.497143,18602518,16.420364,37.06,18602680,429,19883,14982,2962,18602727,34.726826,87633.30469,19.847416,765607.5,0,1,170,70,1,2779096485
18603746,18603527,-0.164062,0.007812,1.046875,18603529,39,0.492857,18603537,16.395187,37.04,18603699,433,19879,14979,2925,18603746,34.189945,87635.59375,19.630177,102400000,0,1,95,77,1,2779096485
18604765,18604546,-0.164062,0.015625,1.039062,18604548,39,0.496429,18604556,16.403961,37.02,18604718,424,19884,14983,2937,18603746,34.189945,87635.59375,19.630177,102400000,0,1,95,77,1,2779096485
18605784,18605565,-0.179688,-0.015625,1.070312,18605567,39,0.498571,18605575,16.440964,37.05,18605737,425,19882,14984,2939,18605784,33.47411,87631.08594,19.534719,102400000,0,1,95,87,1,2779096485
18606803,18606584,-0.171875,0,1.0625,18606586,39,0.491429,18606594,16.405869,37.06,18606756,429,19896,14989,2893,18605784,33.47411,87631.08594,19.534719,102400000,0,1,95,87,1,2779096485
18607822,18607603,-0.179688,0.015625,1.0625,18607605,39,0.497857,18607613,16.405487,37.06,18607775,448,19882,14970,2928,18605784,33.47411,87631.08594,19.534719,102400000,0,1,95,87,1,2779096485
18608841,18608622,-0.1875,0.023438,1.0625,18608624,39,0.496429,18608632,16.445541,37.05,18608794,440,19889,14976,2898,18605784,33.47411,87631.08594,19.534719,102400000,0,1,95,87,1,2779096485
18609860,18609641,-0.1875,0.03125,1.046875,18609643,39,0.495714,18609651,16.42065,37.03,18609813,434,19885,14980,2916,18605784,33.47411,87631.08594,19.534719,102400000,0,1,95,87,1,2779096485
18610879,18610660,-0.164062,0.015625,1.078125,18610662,39,0.495714,18610670,16.405773,37,18610832,434,19890,14983,2960,18605784,33.47411,87631.08594,19.534719,102400000,0,1,95,87,1,2779096485
18611898,18611679,-0.179688,0,1.0625,18611681,39,0.495714,18611689,16.423035,37,18611851,436,19890,14980,2879,18611898,33.272469,87628.21875,19.898026,102400000,0,1,95,117,1,2779096485
18612917,18612698,-0.171875,0.007812,1.039062,18612700,39,0.495,18612708,16.432762,37.01,18612870,431,19891,14983,2900,18611898,33.272469,87628.21875,19.898026,102400000,0,1,95,117,1,2779096485
18613936,18613717,-0.1875,0.007812,1.085938,18613719,39,0.497857,18613727,16.480637,37.01,18613889,442,19896,14982,2939,18611898,33.272469,87628.21875,19.898026,102400000,0,1,95,117,1,2779096485
18614955,18614736,-0.1875,0.007812,1.078125,18614738,39,0.496429,18614746,16.43343,36.99,18614908,433,19887,14978,2893,18611898,33.272469,87628.21875,19.898026,102400000,0,1,95,117,1,2779096485
18615974,18615755,-0.1875,0.015625,1.0625,18615757,39,0.515714,18615765,16.446686,37,18615927,434,19887,14983,2895,18611898,33.272469,87628.21875,19.898026,102400000,0,1,95,117,1,2779096485
18616993,18616774,-0.171875,0,1.0625,18616776,39,0.498571,18616784,16.457081,37,18616946,439,19891,14979,2962,18611898,33.272469,87628.21875,19.898026,102400000,0,1,95,117,1,2779096485
18618012,18617793,-0.179688,0.023438,1.0625,18617795,39,0.495,18617803,16.452885,37,18617965,438,19889,14980,2886,18611898,33.272469,87628.21875,19.898026,102400000,0,1,95,117,1,2779096485
18619031,18618812,-0.15625,0,1.070312,18618814,39,0.497143,18618822,16.447544,36.96,18618984,445,19894,14975,2872,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18620050,18619831,-0.1875,0,1.070312,18619833,39,0.493571,18619841,16.454411,36.96,18620003,436,19909,14981,2826,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18621069,18620850,-0.179688,0.023438,1.054688,18620852,39,0.495,18620860,16.447544,37,18621022,435,19903,14975,2801,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18622088,18621869,-0.179688,0,1.046875,18621871,39,0.496429,18621879,16.472912,37,18622041,433,19914,14977,2775,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18623107,18622888,-0.171875,0.007812,1.085938,18622890,39,0.497857,18622898,16.450977,37,18623060,437,19916,14973,2794,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18624126,18623907,-0.171875,-0.007812,1.039062,18623909,39,0.496429,18623917,16.45689,36.96,18624079,455,19940,14962,2685,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18625145,18624926,-0.164062,0.007812,1.039062,18624928,39,0.496429,18624936,16.585445,36.96,18625098,484,19971,14945,2517,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18626164,18625945,-0.171875,0.007812,1.054688,18625947,39,0.488571,18625955,16.575623,36.97,18626117,475,20035,14952,2274,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18627183,18626964,-0.195312,0.023438,1.039062,18626966,39,0.497857,18626974,16.568375,36.99,18627136,467,20078,14953,2046,18619031,34.235313,87635.48438,19.551661,102400000,0,1,95,154,1,2779096485
18628202,18627983,-0.179688,0.007812,1.070312,18627985,39,0.5,18627993,16.557503,36.99,18628155,445,20121,14964,1815,18628202,34.142052,87634.27344,19.968372,9972002,0,1,137,204,1,2779096485
18629221,18629002,-0.179688,0.03125,1.046875,18629004,39,0.496429,18629012,16.532612,36.96,18629174,431,20147,14987,1695,18629221,34.200027,87636.65625,19.936363,9553353,0,1,137,209,1,2779096485
18630240,18630021,-0.195312,0.007812,1.117188,18630023,39,0.496429,18630031,16.522503,36.9,18630193,410,20172,14999,1651,18630240,34.618439,87631.91406,19.911959,639600.25,0,1,169,214,1,2779096485
18631259,18631040,-0.179688,-0.007812,1.0625,18631042,39,0.496429,18631050,16.646671,36.82,18631212,400,20155,15001,1686,18631259,34.744469,87633.6875,19.828135,680398.6875,0,1,169,219,1,2779096485
18632278,18632059,-0.203125,-0.015625,1.078125,18632061,39,0.495714,18632069,16.751766,36.79,18632231,400,20137,15005,1778,18632278,34.802441,87632.375,19.734917,730645.75,0,1,170,224,1,2779096485
18633297,18633078,-0.171875,0.039062,1.03125,18633080,39,0.498571,18633088,16.829395,36.71,18633250,404,20114,15000,1873,18633297,34.832687,87634.6875,19.650188,766467.0625,0,1,169,229,1,2779096485
18634316,18634097,-0.1875,0.015625,1.0625,18634099,39,0.497143,18634107,16.941357,36.56,18634269,400,20091,15008,1910,18633297,34.832687,87634.6875,19.650188,766467.0625,0,1,169,229,1,2779096485
18635335,18635116,-0.171875,0.015625,1.039062,18635118,39,0.5,18635126,17.07058,36.4,18635288,400,20083,15003,2069,18633297,34.832687,87634.6875,19.650188,766467.0625,0,1,169,229,1,2779096485
18636354,18636135,-0.195312,0.03125,1.0625,18636137,39,0.498571,18636145,17.088604,36.31,18636307,402,20067,15005,2108,18633297,34.832687,87634.6875,19.650188,766467.0625,0,1,169,229,1,2779096485
18637373,18637154,-0.179688,0.015625,1.046875,18637156,39,0.501429,18637164,17.133427,36.29,18637326,406,20052,15000,2198,18633297,34.832687,87634.6875,19.650188,766467.0625,0,1,169,229,1,2779096485
