Time(ms),Accel Time(ms),Accel X (mg),Accel Y (mg),Accel Z (mg),Light Time(ms),Light (lux),UV Index,Weather Time(ms),Humidity (%),Temperature (C),Air Quality Time(ms),CO2 (ppm),Ethanol (raw),H2 (raw),TVOC (ppb),BME688 Time(ms),Temperature (C),Pressure (Pa),Humidity (%),Gas Resistance (Ohms),Gas Index,Status,Heater Stable,IDAC,Meas Index,Gas Valid
26046776,26046557,-0.195312,-0.03125,1.03125,26046559,39,1.886429,26046567,0,-14.9,26046729,400,20003,15360,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26047795,26047576,-0.203125,-0.039062,1.046875,26047578,39,1.854286,26047586,0,-14.87,26047748,400,20010,15355,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26048814,26048595,-0.203125,-0.03125,1.023438,26048597,39,1.902857,26048605,0,-14.89,26048767,400,19986,15348,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26049833,26049614,-0.203125,0,0.992188,26049616,39,1.886429,26049624,0,-14.86,26049786,400,19984,15345,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26050852,26050633,-0.203125,-0.054688,1.054688,26050635,39,1.89,26050643,0,-14.86,26050805,400,19987,15351,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26051871,26051652,-0.210938,-0.046875,1.070312,26051654,39,1.925714,26051662,0,-14.86,26051824,400,19986,15346,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26052890,26052671,-0.203125,-0.039062,1.03125,26052673,39,1.932857,26052681,0,-14.83,26052843,400,19983,15345,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26053909,26053690,-0.203125,-0.03125,1.023438,26053692,39,1.907857,26053700,0,-14.83,26053862,400,19976,15338,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26054928,26054709,-0.203125,-0.054688,1.054688,26054711,39,1.88,26054719,0,-14.83,26054881,400,19977,15338,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26055947,26055728,-0.210938,0,0.992188,26055730,39,1.865714,26055738,0,-14.81,26055900,400,19977,15339,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26056966,26056747,-0.210938,-0.023438,1.046875,26056749,39,1.659286,26056757,0,-14.79,26056919,400,19982,15340,60000,26043719,-8.636805,728.543884,0,102400000,0,1,117,13,1,2779096485
26057985,26057766,-0.203125,-0.039062,1.09375,26057768,39,1.709286,26057776,0,-14.8,26057938,400,19974,15337,60000,26057985,-8.379828,723.056274,0,102400000,0,1,116,90,1,2779096485
26059004,26058785,-0.195312,-0.0625,1.054688,26058787,39,1.892857,26058795,0,-14.77,26058957,400,19981,15340,60000,26059004,-7.92634,725.469299,0,102400000,0,1,144,95,1,2779096485
26060023,26059804,-0.203125,-0.03125,1.0625,26059806,39,1.923571,26059814,0,-14.75,26059976,400,19974,15341,60000,26060023,-7.815487,723.959961,0,102400000,0,1,144,100,1,2779096485
26061042,26060823,-0.203125,-0.054688,1.070312,26060825,39,1.91,26060833,0,-14.74,26060995,400,19988,15346,60000,26061042,-7.767618,723.551086,0,102400000,0,1,144,105,1,2779096485
26062061,26061842,-0.203125,-0.015625,1.070312,26061844,39,1.855,26061852,0,-14.72,26062014,400,19980,15340,60000,26062061,-7.460252,725.200073,0,102400000,0,1,166,110,1,2779096485
26063080,26062861,-0.203125,-0.015625,1.070312,26062863,39,1.840714,26062871,0,-14.72,26063033,400,19991,15351,60000,26063080,-7.336801,723.961304,0,102400000,0,1,166,115,1,2779096485
26064099,26063880,-0.21875,-0.015625,1.101562,26063882,39,1.824286,26063890,0,-14.69,26064052,400,19983,15350,60000,26064099,-7.266257,724.401062,0,102400000,0,1,166,120,1,2779096485
26065118,26064899,-0.203125,-0.03125,1.039062,26064901,39,1.795714,26064909,0,-14.69,26065071,400,19975,15339,60000,26065118,-7.613935,722.081238,0,102400000,0,1,116,127,1,2779096485
26066137,26065918,-0.195312,-0.03125,1.007812,26065920,39,1.728571,26065928,0,-14.66,26066090,400,19980,15342,60000,26065118,-7.613935,722.081238,0,102400000,0,1,116,127,1,2779096485
26067156,26066937,-0.203125,-0.054688,1.0625,26066939,39,1.668571,26066947,0,-14.65,26067109,400,19991,15352,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26068175,26067956,-0.203125,-0.023438,1.085938,26067958,39,1.608571,26067966,0,-14.62,26068128,400,19978,15352,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26069194,26068975,-0.195312,-0.039062,1.070312,26068977,39,1.583571,26068985,0,-14.6,26069147,400,19989,15349,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26070213,26069994,-0.1875,-0.03125,1.046875,26069996,39,1.538571,26070004,0,-14.59,26070166,400,19983,15355,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26071232,26071013,-0.210938,-0.015625,1.007812,26071015,39,1.521429,26071023,0,-14.57,26071185,400,19979,15350,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26072251,26072032,-0.203125,0,1.023438,26072034,39,1.489286,26072042,0,-14.56,26072204,400,19971,15343,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26073270,26073051,-0.210938,-0.023438,1.039062,26073053,39,1.470714,26073061,0,-14.54,26073223,400,19981,15348,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26074289,26074070,-0.195312,0.007812,1,26074072,39,1.465714,26074080,0,-14.53,26074242,400,19987,15352,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26075308,26075089,-0.195312,-0.039062,1.078125,26075091,39,1.469286,26075099,0,-14.49,26075261,400,19973,15350,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26076327,26076108,-0.195312,-0.023438,1.03125,26076110,39,1.46,26076118,0,-14.49,26076280,400,19979,15346,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26077346,26077127,-0.203125,-0.0625,1.085938,26077129,39,1.449286,26077137,0,-14.48,26077299,400,19966,15343,60000,26067156,-8.0901,719.96875,0,102400000,0,1,116,137,1,2779096485
26078365,26078146,-0.1875,-0.03125,1.039062,26078148,39,1.494286,26078156,0,-14.46,26078318,400,19977,15342,60000,26078365,-7.04203,716.964722,0,102400000,0,1,166,197,1,2779096485
26079384,26079165,-0.195312,-0.023438,1.03125,26079167,39,1.510714,26079175,0,-14.43,26079337,400,19981,15346,60000,26079384,-6.984084,716.475708,0,102400000,0,1,166,202,1,2779096485
26080403,26080184,-0.203125,-0.007812,1.039062,26080186,39,1.511429,26080194,0,-14.42,26080356,400,19968,15349,60000,26079384,-6.984084,716.475708,0,102400000,0,1,166,202,1,2779096485
26081422,26081203,-0.203125,-0.023438,1.023438,26081205,39,1.520714,26081213,0,-14.41,26081375,400,19970,15348,60000,26079384,-6.984084,716.475708,0,102400000,0,1,166,202,1,2779096485
26082441,26082222,-0.1875,-0.03125,1.015625,26082224,39,1.522857,26082232,0,-14.36,26082394,400,19970,15344,60000,26079384,-6.984084,716.475708,0,102400000,0,1,166,202,1,2779096485
26083460,26083241,-0.195312,-0.023438,1.03125,26083243,39,1.529286,26083251,0,-14.35,26083413,400,19972,15342,60000,26079384,-6.984084,716.475708,0,102400000,0,1,166,202,1,2779096485
26084479,26084260,-0.1875,-0.015625,1.070312,26084262,39,1.515,26084270,0,-14.31,26084432,400,19966,15338,60000,26079384,-6.984084,716.475708,0,102400000,0,1,166,202,1,2779096485
26085498,26085279,-0.203125,-0.023438,1.023438,26085281,39,1.428571,26085289,0,-14.32,26085451,400,19962,15347,60000,26079384,-6.984084,716.475708,0,102400000,0,1,166,202,1,2779096485
26086517,26086298,-0.195312,-0.054688,1.054688,26086300,39,1.438571,26086308,0,-14.28,26086470,400,19970,15345,60000,26079384,-6.984084,716.475708,0,102400000,0,1,166,202,1,2779096485
26087536,26087317,-0.171875,-0.039062,1.015625,26087319,39,1.377143,26087327,0,-14.27,26087489,400,19958,15338,60000,26087536,-7.891068,708.564392,0,102400000,0,1,116,244,1,2779096485
26088555,26088336,-0.203125,-0.023438,1.054688,26088338,39,1.301429,26088346,0,-14.24,26088508,400,19946,15335,60000,26088555,-7.435058,709.34314,0,102400000,0,1,143,249,1,2779096485
26089574,26089355,-0.195312,-0.03125,1.03125,26089357,39,1.2,26089365,0,-14.2,26089527,400,19950,15331,60000,26089574,-7.316646,709.042908,0,102400000,0,1,143,254,1,2779096485
26090593,26090374,-0.210938,-0.023438,1.0625,26090376,39,1.118571,26090384,0,-14.2,26090546,400,19958,15339,60000,26090593,-7.268777,707.809814,0,102400000,0,1,143,3,1,2779096485
26091612,26091393,-0.203125,-0.039062,1.039062,26091395,39,0.980714,26091403,0,-14.16,26091565,400,19953,15333,60000,26091612,-6.961409,707.313171,0,102400000,0,1,166,8,1,2779096485
26092631,26092412,-0.195312,-0.03125,0.992188,26092414,39,0.862857,26092422,0,-14.15,26092584,400,19958,15344,60000,26092631,-6.848035,708.77301,0,102400000,0,1,166,13,1,2779096485
26093650,26093431,-0.195312,0,1.03125,26093433,39,0.681429,26093441,0,-14.16,26093603,400,19945,15332,60000,26092631,-6.848035,708.77301,0,102400000,0,1,166,13,1,2779096485
26094669,26094450,-0.195312,-0.023438,1.015625,26094452,39,0.539286,26094460,0,-14.14,26094622,400,19944,15336,60000,26094669,-7.117612,706.145569,0,102400000,0,1,116,25,1,2779096485
26095688,26095469,-0.203125,-0.03125,1.007812,26095471,39,0.495,26095479,0,-14.15,26095641,400,19933,15335,60000,26094669,-7.117612,706.145569,0,102400000,0,1,116,25,1,2779096485
26096707,26096488,-0.1875,-0.03125,1.0625,26096490,39,0.470714,26096498,0,-14.12,26096660,400,19939,15326,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26097726,26097507,-0.195312,-0.007812,1.078125,26097509,39,0.408571,26097517,0,-14.12,26097679,400,19946,15329,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26098745,26098526,-0.203125,-0.023438,1.054688,26098528,39,0.272857,26098536,0,-14.1,26098698,400,19934,15325,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26099764,26099545,-0.1875,-0.03125,1.039062,26099547,39,0.203571,26099555,0,-14.08,26099717,400,19930,15328,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26100783,26100564,-0.210938,0,0.992188,26100566,39,0.225,26100574,0,-14.03,26100736,400,19945,15332,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26101802,26101583,-0.203125,-0.007812,1.015625,26101585,39,0.277143,26101593,0,-14.01,26101755,400,19937,15330,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26102821,26102602,-0.195312,-0.007812,1.046875,26102604,39,0.337857,26102612,0,-13.98,26102774,400,19928,15330,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26103840,26103621,-0.203125,-0.023438,1.046875,26103623,39,0.332857,26103631,0,-13.96,26103793,400,19940,15334,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26104859,26104640,-0.203125,-0.03125,1.0625,26104642,39,0.352143,26104650,0,-13.94,26104812,400,19929,15327,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26105878,26105659,-0.203125,-0.03125,1.054688,26105661,39,0.347143,26105669,0,-13.89,26105831,400,19932,15337,60000,26096707,-7.608897,703.432495,0,102400000,0,1,116,35,1,2779096485
26106897,26106678,-0.203125,-0.03125,1.09375,26106680,39,0.350714,26106688,0,-13.87,26106850,400,19924,15325,60000,26106897,-6.613729,700.589661,0,102400000,0,1,165,90,1,2779096485
26107916,26107697,-0.195312,-0.023438,1.0625,26107699,39,0.346429,26107707,0,-13.83,26107869,400,19935,15332,60000,26107916,-6.545705,699.852539,0,102400000,0,1,165,95,1,2779096485
26108935,26108716,-0.203125,0,1.023438,26108718,39,0.346429,26108726,0,-13.8,26108888,400,19918,15323,60000,26108935,-6.507913,700.831726,0,102400000,0,1,165,100,1,2779096485
26109954,26109735,-0.203125,-0.03125,1.0625,26109737,39,0.349286,26109745,0,-13.75,26109907,400,19932,15330,60000,26108935,-6.507913,700.831726,0,102400000,0,1,165,100,1,2779096485
26110973,26110754,-0.203125,-0.054688,1.078125,26110756,39,0.344286,26110764,0,-13.73,26110926,400,19927,15331,60000,26108935,-6.507913,700.831726,0,102400000,0,1,165,100,1,2779096485
26111992,26111773,-0.203125,-0.007812,1.007812,26111775,39,0.350714,26111783,0,-13.71,26111945,400,19917,15320,60000,26108935,-6.507913,700.831726,0,102400000,0,1,165,100,1,2779096485
26113011,26112792,-0.203125,-0.03125,1.03125,26112794,39,0.329286,26112802,0,-13.69,26112964,400,19902,15315,60000,26108935,-6.507913,700.831726,0,102400000,0,1,165,100,1,2779096485
26114030,26113811,-0.210938,-0.03125,1.039062,26113813,39,0.31,26113821,0,-13.69,26113983,400,19913,15322,60000,26108935,-6.507913,700.831726,0,102400000,0,1,165,100,1,2779096485
26115049,26114830,-0.195312,-0.046875,1.046875,26114832,39,0.383571,26114840,0,-13.65,26115002,400,19921,15316,60000,26108935,-6.507913,700.831726,0,102400000,0,1,165,100,1,2779096485
26116068,26115849,-0.203125,-0.046875,1.046875,26115851,39,0.405714,26115859,0,-13.65,26116021,400,19908,15316,60000,26108935,-6.507913,700.831726,0,102400000,0,1,165,100,1,2779096485
26117087,26116868,-0.179688,-0.054688,1.03125,26116870,39,0.460714,26116878,0,-13.63,26117040,400,19905,15316,60000,26117087,-7.417422,693.256104,0,102400000,0,1,115,142,1,2779096485
26118106,26117887,-0.210938,-0.023438,1.03125,26117889,39,0.483571,26117897,0,-13.59,26118059,400,19905,15321,60000,26118106,-6.966448,693.812256,0,102400000,0,1,143,147,1,2779096485
26119125,26118906,-0.195312,-0.039062,0.992188,26118908,39,0.409286,26118916,0,-13.55,26119078,400,19903,15316,60000,26119125,-6.850554,692.662964,0,102400000,0,1,143,152,1,2779096485
26120144,26119925,-0.195312,-0.03125,1.03125,26119927,39,0.322857,26119935,0,-13.5,26120097,400,19896,15308,60000,26120144,-6.800166,693.584229,0,102400000,0,1,143,157,1,2779096485
26121163,26120944,-0.195312,-0.03125,1.054688,26120946,39,0.331429,26120954,0,-13.47,26121116,400,19898,15315,60000,26121163,-6.482718,694.476318,0,102400000,0,1,165,162,1,2779096485
26122182,26121963,-0.1875,-0.0625,1.0625,26121965,39,0.432857,26121973,0,-13.42,26122135,400,19908,15323,60000,26121163,-6.482718,694.476318,0,102400000,0,1,165,162,1,2779096485
26123201,26122982,-0.195312,-0.03125,1.0625,26122984,39,0.576429,26122992,0,-13.36,26123154,400,19916,15321,60000,26121163,-6.482718,694.476318,0,102400000,0,1,165,162,1,2779096485
26124220,26124001,-0.210938,-0.03125,1,26124003,39,0.657857,26124011,0,-13.29,26124173,400,19903,15315,60000,26124220,-6.638924,691.507324,0,102400000,0,1,115,179,1,2779096485
26125239,26125020,-0.203125,-0.03125,1.015625,26125022,39,0.657143,26125030,0,-13.25,26125192,400,19901,15321,60000,26124220,-6.638924,691.507324,0,102400000,0,1,115,179,1,2779096485
26126258,26126039,-0.203125,-0.023438,1.023438,26126041,39,0.657857,26126049,0,-13.14,26126211,400,19919,15332,60000,26126258,-7.12769,687.847168,0,102400000,0,1,115,189,1,2779096485
26127277,26127058,-0.195312,-0.03125,1.046875,26127060,39,0.661429,26127068,0,-13.07,26127230,400,19911,15323,60000,26126258,-7.12769,687.847168,0,102400000,0,1,115,189,1,2779096485
26128296,26128077,-0.195312,0.015625,1.015625,26128079,39,0.657857,26128087,0,-13.04,26128249,400,19923,15335,60000,26126258,-7.12769,687.847168,0,102400000,0,1,115,189,1,2779096485
26129315,26129096,-0.21875,-0.015625,1.023438,26129098,39,0.656429,26129106,0,-12.95,26129268,400,19924,15336,60000,26126258,-7.12769,687.847168,0,102400000,0,1,115,189,1,2779096485
26130334,26130115,-0.195312,-0.023438,1.0625,26130117,39,0.652143,26130125,0,-12.88,26130287,400,19930,15329,60000,26126258,-7.12769,687.847168,0,102400000,0,1,115,189,1,2779096485
26131353,26131134,-0.195312,-0.054688,1.046875,26131136,39,0.655714,26131144,0,-12.81,26131306,400,19927,15339,60000,26126258,-7.12769,687.847168,0,102400000,0,1,115,189,1,2779096485
26132372,26132153,-0.195312,-0.023438,1.007812,26132155,39,0.652857,26132163,0,-12.75,26132325,400,19920,15337,60000,26126258,-7.12769,687.847168,0,102400000,0,1,115,189,1,2779096485
26133391,26133172,-0.203125,-0.046875,1.046875,26133174,39,0.657143,26133182,0,-12.67,26133344,400,19927,15340,60000,26126258,-7.12769,687.847168,0,102400000,0,1,115,189,1,2779096485
26134410,26134191,-0.195312,-0.03125,1.085938,26134193,39,0.639286,26134201,0,-12.6,26134363,400,19925,15340,60000,26134410,-6.553263,683.366699,0,102400000,0,1,143,234,1,2779096485
26135429,26135210,-0.203125,-0.023438,1.046875,26135212,39,0.641429,26135220,0,-12.55,26135382,400,19933,15340,60000,26135429,-6.245893,685.149841,0,102400000,0,1,165,239,1,2779096485
26136448,26136229,-0.195312,-0.03125,1.054688,26136231,39,0.644286,26136239,0,-12.45,26136401,400,19923,15339,60000,26136448,-6.132518,683.974976,0,102400000,0,1,165,244,1,2779096485
26137467,26137248,-0.195312,-0.023438,1.039062,26137250,39,0.651429,26137258,0,-12.38,26137420,400,19947,15348,60000,26137467,-6.069532,684.836853,0,102400000,0,1,165,249,1,2779096485
26138486,26138267,-0.195312,-0.039062,1.023438,26138269,39,0.658571,26138277,0,-12.33,26138439,400,19944,15360,60000,26138486,-6.021663,684.092346,0,102400000,0,1,165,254,1,2779096485
26139505,26139286,-0.1875,-0.03125,1.054688,26139288,39,0.653571,26139296,0,-12.24,26139458,400,19940,15354,60000,26138486,-6.021663,684.092346,0,102400000,0,1,165,254,1,2779096485
26140524,26140305,-0.203125,-0.039062,1.007812,26140307,39,0.649286,26140315,0,-12.19,26140477,400,19939,15353,60000,26140524,-6.890865,680.50293,0,102400000,0,1,115,10,1,2779096485
26141543,26141324,-0.203125,-0.03125,1.039062,26141326,39,0.660714,26141334,0,-12.1,26141496,400,19941,15355,60000,26140524,-6.890865,680.50293,0,102400000,0,1,115,10,1,2779096485
26142562,26142343,-0.203125,-0.007812,1.023438,26142345,39,0.652857,26142353,0,-12.05,26142515,400,19938,15354,60000,26140524,-6.890865,680.50293,0,102400000,0,1,115,10,1,2779096485
26143581,26143362,-0.195312,-0.03125,1.007812,26143364,39,0.655714,26143372,0,-11.96,26143534,400,19945,15367,60000,26140524,-6.890865,680.50293,0,102400000,0,1,115,10,1,2779096485
26144600,26144381,-0.195312,-0.015625,1.054688,26144383,39,0.652143,26144391,0,-11.89,26144553,400,19941,15361,60000,26140524,-6.890865,680.50293,0,102400000,0,1,115,10,1,2779096485
26145619,26145400,-0.210938,-0.03125,1.039062,26145402,39,0.652143,26145410,0,-11.81,26145572,400,19943,15364,60000,26140524,-6.890865,680.50293,0,102400000,0,1,115,10,1,2779096485
26146638,26146419,-0.195312,-0.015625,1.046875,26146421,39,0.618571,26146429,0,-11.75,26146591,400,19946,15362,60000,26146638,-6.933695,676.528931,0,102400000,0,1,115,40,1,2779096485
26147657,26147438,-0.203125,0,0.984375,26147440,39,0.59,26147448,0,-11.69,26147610,400,19946,15356,60000,26147657,-6.480199,677.416321,0,102400000,0,1,143,45,1,2779096485
26148676,26148457,-0.203125,-0.046875,1.070312,26148459,39,0.568571,26148467,0,-11.61,26148629,400,19955,15363,60000,26148676,-6.374383,676.833008,0,102400000,0,1,142,50,1,2779096485
26149695,26149476,-0.195312,-0.046875,1.054688,26149478,39,0.541429,26149486,0,-11.56,26149648,400,19949,15362,60000,26149695,-6.311398,677.693787,0,102400000,0,1,142,55,1,2779096485
26150714,26150495,-0.1875,-0.023438,1.03125,26150497,39,0.502857,26150505,0,-11.51,26150667,400,19947,15368,60000,26149695,-6.311398,677.693787,0,102400000,0,1,142,55,1,2779096485
26151733,26151514,-0.195312,-0.007812,1.054688,26151516,39,0.34,26151524,0,-11.5,26151686,400,19951,15367,60000,26149695,-6.311398,677.693787,0,102400000,0,1,142,55,1,2779096485
26152752,26152533,-0.195312,-0.070312,1.0625,26152535,39,0.324286,26152543,0,-11.41,26152705,400,19939,15367,60000,26149695,-6.311398,677.693787,0,102400000,0,1,142,55,1,2779096485
26153771,26153552,-0.203125,-0.023438,1.015625,26153554,39,0.455714,26153562,0,-11.36,26153724,400,19943,15360,60000,26153771,-6.160232,673.551941,0,102400000,0,1,115,77,1,2779096485
26154790,26154571,-0.203125,-0.046875,1.0625,26154573,39,0.467143,26154581,0,-11.3,26154743,400,19943,15365,60000,26153771,-6.160232,673.551941,0,102400000,0,1,115,77,1,2779096485
26155809,26155590,-0.203125,-0.023438,1.070312,26155592,39,0.45,26155600,0,-11.26,26155762,400,19933,15364,60000,26155809,-6.636404,671.328979,0,102400000,0,1,115,87,1,2779096485
26156828,26156609,-0.203125,-0.015625,1.039062,26156611,39,0.445,26156619,0,-11.18,26156781,400,19947,15367,60000,26155809,-6.636404,671.328979,0,102400000,0,1,115,87,1,2779096485
26157847,26157628,-0.195312,0,1.007812,26157630,39,0.45,26157638,0,-11.13,26157800,400,19942,15368,60000,26155809,-6.636404,671.328979,0,102400000,0,1,115,87,1,2779096485
26158866,26158647,-0.203125,-0.03125,1.054688,26158649,39,0.442143,26158657,0,-11.08,26158819,400,19951,15371,60000,26155809,-6.636404,671.328979,0,102400000,0,1,115,87,1,2779096485
26159885,26159666,-0.210938,0,1.03125,26159668,39,0.446429,26159676,0,-11.04,26159838,400,19942,15363,60000,26155809,-6.636404,671.328979,0,102400000,0,1,115,87,1,2779096485
26160904,26160685,-0.195312,-0.007812,1.03125,26160687,39,0.445,26160695,0,-10.97,26160857,400,19946,15366,60000,26155809,-6.636404,671.328979,0,102400000,0,1,115,87,1,2779096485
26161923,26161704,-0.195312,-0.03125,1.054688,26161706,39,0.448571,26161714,0,-10.92,26161876,400,19938,15358,60000,26155809,-6.636404,671.328979,0,102400000,0,1,115,87,1,2779096485
26162942,26162723,-0.203125,-0.015625,1.054688,26162725,39,0.457143,26162733,0,-10.87,26162895,400,19940,15370,60000,26162942,-6.12244,668.11792,0,102400000,0,1,142,127,1,2779096485
26163961,26163742,-0.179688,-0.039062,1.085938,26163744,39,0.458571,26163752,0,-10.84,26163914,400,19944,15370,60000,26163961,-6.061974,668.629517,0,102400000,0,1,142,132,1,2779096485
26164980,26164761,-0.210938,0,1.070312,26164763,39,0.467143,26164771,0,-10.76,26164933,400,19945,15367,60000,26164980,-5.754601,668.266357,0,102400000,0,1,164,137,1,2779096485
26165999,26165780,-0.203125,-0.015625,1.046875,26165782,39,0.447143,26165790,0,-10.7,26165952,400,19944,15370,60000,26165999,-5.641226,667.249329,0,102400000,0,1,164,142,1,2779096485
26167018,26166799,-0.210938,0,1.023438,26166801,39,0.466429,26166809,0,-10.64,26166971,400,19937,15368,60000,26167018,-5.58076,666.442749,0,102400000,0,1,164,147,1,2779096485
26168037,26167818,-0.203125,-0.039062,1.03125,26167820,39,0.467857,26167828,0,-10.58,26167990,400,19945,15374,60000,26168037,-5.527851,666.890015,0,102400000,0,1,164,152,1,2779096485
26169056,26168837,-0.203125,0.015625,1.023438,26168839,39,0.460714,26168847,0,-10.53,26169009,400,19949,15373,60000,26168037,-5.527851,666.890015,0,102400000,0,1,164,152,1,2779096485
26170075,26169856,-0.195312,-0.023438,1.03125,26169858,39,0.449286,26169866,0,-10.48,26170028,400,19951,15380,60000,26170075,-6.397058,661.692383,0,102400000,0,1,115,164,1,2779096485
26171094,26170875,-0.203125,-0.015625,1.046875,26170877,39,0.461429,26170885,0,-10.41,26171047,400,19944,15378,60000,26170075,-6.397058,661.692383,0,102400000,0,1,115,164,1,2779096485
26172113,26171894,-0.210938,-0.039062,1.0625,26171896,39,0.465714,26171904,0,-10.33,26172066,400,19939,15370,60000,26170075,-6.397058,661.692383,0,102400000,0,1,115,164,1,2779096485
26173132,26172913,-0.203125,-0.023438,1.007812,26172915,39,0.461429,26172923,0,-10.27,26173085,400,19938,15372,60000,26170075,-6.397058,661.692383,0,102400000,0,1,115,164,1,2779096485
26174151,26173932,-0.195312,-0.03125,1,26173934,39,0.459286,26173942,0,-10.24,26174104,400,19945,15373,60000,26170075,-6.397058,661.692383,0,102400000,0,1,115,164,1,2779096485
26175170,26174951,-0.1875,-0.023438,1.085938,26174953,39,0.467857,26174961,0,-10.16,26175123,400,19950,15374,60000,26170075,-6.397058,661.692383,0,102400000,0,1,115,164,1,2779096485
26176189,26175970,-0.203125,-0.03125,1,26175972,39,0.458571,26175980,0,-10.11,26176142,400,19943,15374,60000,26176189,-6.442408,656.708618,0,102400000,0,1,115,194,1,2779096485
26177208,26176989,-0.195312,-0.023438,1,26176991,39,0.443571,26176999,0,-10.06,26177161,400,19943,15380,60000,26177208,-5.98639,659.569275,0,102400000,0,1,142,199,1,2779096485
26178227,26178008,-0.203125,-0.03125,1.085938,26178010,39,0.442143,26178018,0,-9.99,26178180,400,19960,15385,60000,26177208,-5.98639,659.569275,0,102400000,0,1,142,199,1,2779096485
26179246,26179027,-0.195312,-0.015625,0.984375,26179029,39,0.451429,26179037,0,-9.93,26179199,400,19942,15373,60000,26177208,-5.98639,659.569275,0,102400000,0,1,142,199,1,2779096485
26180265,26180046,-0.203125,-0.015625,1.070312,26180048,39,0.433571,26180056,0,-9.89,26180218,400,19942,15380,60000,26177208,-5.98639,659.569275,0,102400000,0,1,142,199,1,2779096485
26181284,26181065,-0.195312,-0.03125,1.101562,26181067,39,0.446429,26181075,0,-9.83,26181237,400,19955,15383,60000,26177208,-5.98639,659.569275,0,102400000,0,1,142,199,1,2779096485
26182303,26182084,-0.195312,-0.03125,1.046875,26182086,39,0.439286,26182094,0,-9.78,26182256,400,19948,15383,60000,26177208,-5.98639,659.569275,0,102400000,0,1,142,199,1,2779096485
26183322,26183103,-0.203125,-0.03125,1.023438,26183105,39,0.443571,26183113,0,-9.71,26183275,400,19943,15381,60000,26183322,-5.666421,656.180786,0,102400000,0,1,114,231,1,2779096485
26184341,26184122,-0.203125,-0.015625,1.023438,26184124,39,0.437143,26184132,0,-9.67,26184294,400,19940,15381,60000,26183322,-5.666421,656.180786,0,102400000,0,1,114,231,1,2779096485
26185360,26185141,-0.195312,-0.007812,1.039062,26185143,39,0.434286,26185151,0,-9.58,26185313,400,19939,15375,60000,26183322,-5.666421,656.180786,0,102400000,0,1,114,231,1,2779096485
26186379,26186160,-0.203125,-0.015625,1.03125,26186162,39,0.439286,26186170,0,-9.54,26186332,400,19944,15383,60000,26183322,-5.666421,656.180786,0,102400000,0,1,114,231,1,2779096485
26187398,26187179,-0.210938,-0.007812,1.039062,26187181,39,0.432857,26187189,0,-9.49,26187351,400,19944,15381,60000,26183322,-5.666421,656.180786,0,102400000,0,1,114,231,1,2779096485
26188417,26188198,-0.1875,-0.007812,1.039062,26188200,39,0.435,26188208,0,-9.46,26188370,400,19950,15382,60000,26183322,-5.666421,656.180786,0,102400000,0,1,114,231,1,2779096485
26189436,26189217,-0.203125,-0.015625,1.0625,26189219,39,0.451429,26189227,0,-9.38,26189389,400,19950,15385,60000,26183322,-5.666421,656.180786,0,102400000,0,1,114,231,1,2779096485
